,index,country,points,price,variety
64883,106682,US,83,10.0,Merlot
64884,106683,US,83,11.0,Merlot
64885,106684,US,83,12.0,Rosé
64886,106685,US,83,18.0,Chardonnay
64887,106686,Australia,83,60.0,Shiraz
64888,106688,US,83,11.0,Cabernet Sauvignon
64889,106689,Argentina,83,12.0,Cabernet Sauvignon
64890,106691,Italy,83,20.0,Red Blend
64891,106692,US,83,17.0,Pinot Noir
64892,106695,Australia,83,10.0,Shiraz
64893,106696,US,83,20.0,Bordeaux-style Red Blend
64894,106697,Argentina,83,13.0,Malbec
64895,106698,US,83,23.0,Chardonnay
64896,106700,US,83,28.0,Red Blend
64897,106702,US,83,14.0,Pinot Noir
64898,106703,US,83,22.0,Red Blend
64899,106704,US,83,28.0,Chardonnay
64900,106705,US,83,27.0,Red Blend
64901,106706,US,83,9.0,Zinfandel
64902,106707,Argentina,83,11.0,Chardonnay
64903,106708,US,83,45.0,Syrah
64904,106709,Argentina,83,20.0,Merlot
64905,106710,Australia,90,50.0,Shiraz
64906,106711,France,90,48.0,Pinot Noir
64907,106712,US,90,35.0,Red Blend
64908,106716,France,90,55.0,Pinot Noir
64909,106719,US,90,35.0,Pinot Noir
64910,106720,Australia,90,35.0,Shiraz
64911,106721,US,90,34.0,Chardonnay
64912,106722,Australia,90,24.0,Shiraz
64913,106723,Australia,90,17.0,Shiraz
64914,106724,US,90,32.0,Cabernet Sauvignon
64915,106725,Austria,90,29.0,Riesling
64916,106728,US,90,55.0,Red Blend
64917,106729,Austria,90,60.0,Chardonnay
64918,106730,US,90,20.0,Sauvignon Blanc
64919,106732,US,90,45.0,Chardonnay
64920,106733,US,90,35.0,Red Blend
64921,106736,France,89,47.0,Chardonnay
64922,106737,US,89,35.0,Red Blend
64923,106738,US,89,25.0,Syrah
64924,106739,Austria,89,43.0,Riesling
64925,106740,US,92,30.0,Chardonnay
64926,106741,Italy,92,44.0,"Corvina, Rondinella, Molinara"
64927,106742,US,92,42.0,Pinot Noir
64928,106743,US,92,48.0,Cabernet Sauvignon
64929,106745,US,92,38.0,Syrah
64930,106746,US,92,60.0,Cabernet Sauvignon
64931,106747,Italy,92,40.0,"Corvina, Rondinella, Molinara"
64932,106750,US,92,40.0,Cabernet Sauvignon
64933,106751,Italy,92,70.0,"Corvina, Rondinella, Molinara"
64934,106752,US,92,25.0,Chardonnay
64935,106753,France,92,100.0,Pinot Noir
64936,106754,Italy,92,40.0,"Corvina, Rondinella, Molinara"
64937,106756,Italy,92,60.0,"Corvina, Rondinella, Molinara"
64938,106758,US,92,75.0,Cabernet Sauvignon
64939,106759,US,92,45.0,Chardonnay
64940,106760,US,92,30.0,Merlot
64941,106762,Italy,92,40.0,"Corvina, Rondinella, Molinara"
64942,106763,Italy,92,42.0,"Corvina, Rondinella, Molinara"
64943,106764,US,92,45.0,Red Blend
64944,106765,Italy,92,65.0,Merlot
64945,106767,US,92,34.0,Chardonnay
64946,106768,US,92,45.0,Chardonnay
64947,106800,US,93,100.0,Pinot Noir
64948,106801,US,93,35.0,Merlot
64949,106803,US,93,90.0,Pinot Noir
64950,106806,Austria,93,55.0,Riesling
64951,106807,US,93,36.0,Chardonnay
64952,106808,France,93,30.0,Malbec
64953,106809,France,93,60.0,Malbec
64954,106811,US,93,60.0,Cabernet Sauvignon
64955,106812,US,93,36.0,Pinot Noir
64956,106814,US,93,38.0,Sauvignon Blanc
64957,106815,US,93,70.0,Pinot Noir
64958,106816,US,93,40.0,Chardonnay
64959,106817,US,93,45.0,Chardonnay
64960,106818,Argentina,93,50.0,Malbec
64961,106820,US,93,20.0,Cabernet Sauvignon
64962,106824,US,93,100.0,Pinot Noir
64963,106825,US,93,75.0,Pinot Noir
64964,106828,France,93,22.0,Malbec
64965,106831,France,94,32.0,Chardonnay
64966,106832,US,94,54.0,Pinot Noir
64967,106833,US,94,38.0,Chardonnay
64968,106834,US,94,56.0,Pinot Noir
64969,106835,US,93,42.0,Syrah
64970,106836,US,93,36.0,Zinfandel
64971,106837,US,93,26.0,Zinfandel
64972,106838,France,93,35.0,Chardonnay
64973,106839,US,93,39.0,Chardonnay
64974,106840,US,93,45.0,Red Blend
64975,106843,France,93,34.0,Chardonnay
64976,106844,US,92,50.0,Cabernet Sauvignon
64977,106845,US,92,56.0,Cabernet Sauvignon
64978,106846,US,92,39.0,Chardonnay
64979,106847,US,92,30.0,Cabernet Sauvignon
64980,106849,Argentina,92,44.0,Red Blend
64981,106850,Argentina,92,22.0,Malbec
64982,106851,US,92,26.0,Cabernet Sauvignon
64983,106852,US,92,38.0,Cabernet Sauvignon
64984,106853,US,92,50.0,Red Blend
64985,106854,US,92,25.0,Chardonnay
64986,106855,US,92,34.0,Zinfandel
64987,106857,Argentina,92,60.0,Malbec
64988,106859,US,92,28.0,Sauvignon Blanc
64989,106863,Spain,85,11.0,White Blend
64990,106864,US,85,30.0,Sauvignon Blanc
64991,106865,US,85,16.0,Zinfandel
64992,106867,US,85,60.0,Pinot Noir
64993,106868,Spain,85,45.0,White Blend
64994,106874,Spain,85,11.0,Tempranillo
64995,106875,US,85,18.0,Chardonnay
64996,106880,Portugal,84,12.0,Portuguese Red
64997,106881,Spain,84,13.0,Tempranillo
64998,106882,Spain,84,13.0,Tempranillo
64999,106883,France,84,12.0,Sparkling Blend
65000,106884,US,84,17.0,Sangiovese
65001,106885,Portugal,84,14.0,Portuguese Red
65002,106886,US,84,100.0,Cabernet Sauvignon
65003,106887,US,84,35.0,Zinfandel
65004,106888,US,84,65.0,Cabernet Sauvignon
65005,106889,US,84,16.0,Chardonnay
65006,106893,Australia,85,7.0,Merlot
65007,106895,US,85,10.0,Chardonnay
65008,106896,US,85,50.0,Cabernet Sauvignon
65009,106897,US,85,24.0,Zinfandel
65010,106898,Spain,85,16.0,Tempranillo
65011,106901,Australia,85,30.0,Pinot Noir
65012,106902,US,85,35.0,Sparkling Blend
65013,106903,US,85,15.0,Syrah
65014,106906,US,85,32.0,Chardonnay
65015,106907,US,85,36.0,Bordeaux-style Red Blend
65016,106909,US,85,28.0,Chardonnay
65017,106910,Spain,85,28.0,Tempranillo
65018,106913,Spain,85,18.0,Tempranillo
65019,106915,US,85,15.0,Chardonnay
65020,106916,US,85,24.0,Syrah
65021,106917,Spain,85,13.0,Tempranillo
65022,106918,Spain,85,20.0,Tempranillo
65023,106919,Spain,85,14.0,Tempranillo
65024,106920,US,84,20.0,Chardonnay
65025,106921,US,84,20.0,Sangiovese
65026,106922,US,84,22.0,Syrah
65027,106924,Chile,84,15.0,Merlot
65028,106926,US,84,8.0,Pinot Noir
65029,106927,US,84,18.0,Merlot
65030,106928,Chile,84,17.0,Merlot
65031,106929,US,84,15.0,Red Blend
65032,106931,Chile,84,18.0,Syrah
65033,106932,Chile,84,10.0,Syrah
65034,106933,US,84,10.0,Red Blend
65035,106934,US,84,36.0,Bordeaux-style Red Blend
65036,106935,US,84,38.0,Pinot Noir
65037,106937,US,84,8.0,Cabernet Sauvignon
65038,106938,US,84,20.0,Sauvignon Blanc
65039,106939,Chile,84,10.0,White Blend
65040,106941,US,84,24.0,Syrah
65041,106943,Chile,84,11.0,Cabernet Sauvignon
65042,106944,US,84,24.0,Merlot
65043,106945,US,84,65.0,Cabernet Sauvignon
65044,106946,US,84,13.0,Rosé
65045,106947,US,84,28.0,Red Blend
65046,106948,US,84,18.0,Sauvignon Blanc
65047,106949,France,84,21.0,Pinot Noir
65048,106951,US,88,14.0,Zinfandel
65049,106952,US,88,29.0,Pinot Noir
65050,106953,Spain,88,14.0,Tempranillo
65051,106954,Portugal,88,16.0,Portuguese Red
65052,106955,Portugal,88,16.0,Portuguese Red
65053,106956,Portugal,88,10.0,Portuguese Red
65054,106960,US,88,25.0,Malbec
65055,106962,Australia,88,30.0,Chardonnay
65056,106963,Spain,88,22.0,Tempranillo
65057,106964,Italy,88,17.0,Red Blend
65058,106965,Italy,88,11.0,Sangiovese
65059,106966,US,88,32.0,Bordeaux-style Red Blend
65060,106968,Spain,88,25.0,Tempranillo
65061,106969,Spain,88,25.0,Tempranillo
65062,106973,Italy,88,24.0,Red Blend
65063,106975,Spain,88,18.0,Tempranillo
65064,106976,Italy,88,25.0,Red Blend
65065,106977,US,88,45.0,Pinot Noir
65066,106978,US,88,20.0,Red Blend
65067,106979,US,88,20.0,Zinfandel
65068,106980,Italy,83,35.0,Nebbiolo
65069,106982,Argentina,83,16.0,Malbec
65070,106983,Argentina,83,12.0,Cabernet Sauvignon
65071,106984,Argentina,83,13.0,Malbec
65072,106985,US,83,32.0,Red Blend
65073,106986,Spain,83,11.0,Tempranillo
65074,106988,US,83,11.0,Red Blend
65075,106990,Spain,83,12.0,Rosé
65076,106991,US,83,15.0,Cabernet Sauvignon
65077,106992,US,83,33.0,Red Blend
65078,106993,US,82,18.0,Rosé
65079,106994,US,82,9.0,Zinfandel
65080,106995,US,82,26.0,Syrah
65081,106996,US,82,24.0,Pinot Noir
65082,106997,Argentina,82,16.0,Chardonnay
65083,106999,US,82,10.0,Chardonnay
65084,107001,US,82,13.0,Red Blend
65085,107002,US,82,8.0,Shiraz
65086,107003,US,82,20.0,White Blend
65087,107004,US,82,34.0,Chardonnay
65088,107005,US,82,8.0,Zinfandel
65089,107006,US,82,21.0,Merlot
65090,107007,US,82,15.0,Red Blend
65091,107008,Argentina,82,9.0,Malbec
65092,107009,US,82,25.0,Zinfandel
65093,107011,Austria,89,25.0,Sauvignon Blanc
65094,107012,US,89,18.0,Chardonnay
65095,107013,Austria,89,26.0,Riesling
65096,107014,Austria,89,60.0,Pinot Noir
65097,107015,US,89,25.0,Malbec
65098,107016,France,89,35.0,Pinot Noir
65099,107017,US,89,100.0,Cabernet Sauvignon
65100,107018,US,89,22.0,Sauvignon Blanc
65101,107022,US,89,28.0,Syrah
65102,107023,US,89,18.0,Chardonnay
65103,107025,Australia,89,17.0,Shiraz
65104,107026,US,89,37.0,Syrah
65105,107028,Argentina,89,20.0,Malbec
65106,107032,Austria,89,46.0,Riesling
65107,107033,France,89,40.0,Pinot Noir
65108,107034,France,89,50.0,Pinot Noir
65109,107035,US,89,45.0,Pinot Noir
65110,107037,US,89,30.0,Malbec
65111,107038,Austria,89,50.0,Red Blend
65112,107039,US,89,50.0,Cabernet Sauvignon
65113,107040,Argentina,92,22.0,Malbec
65114,107041,Italy,92,70.0,"Corvina, Rondinella, Molinara"
65115,107043,Austria,92,52.0,Red Blend
65116,107045,Italy,91,59.0,"Corvina, Rondinella, Molinara"
65117,107046,US,91,56.0,Bordeaux-style Red Blend
65118,107047,US,91,40.0,Pinot Noir
65119,107048,Italy,91,23.0,"Corvina, Rondinella, Molinara"
65120,107052,Austria,91,50.0,Red Blend
65121,107054,Italy,91,56.0,"Corvina, Rondinella, Molinara"
65122,107055,US,91,48.0,Pinot Noir
65123,107056,Argentina,91,25.0,Malbec
65124,107057,US,91,45.0,Bordeaux-style Red Blend
65125,107061,US,91,20.0,Pinot Noir
65126,107063,Austria,91,38.0,Red Blend
65127,107065,Italy,91,60.0,"Corvina, Rondinella, Molinara"
65128,107066,US,91,40.0,Pinot Noir
65129,107067,Austria,91,30.0,Pinot Noir
65130,107068,US,91,39.0,Pinot Noir
65131,107069,Italy,91,25.0,"Corvina, Rondinella, Molinara"
65132,107100,US,92,47.0,Pinot Noir
65133,107101,US,92,56.0,Pinot Noir
65134,107103,US,92,36.0,Cabernet Sauvignon
65135,107104,France,92,30.0,Malbec
65136,107105,US,92,42.0,Chardonnay
65137,107106,Italy,92,57.0,Red Blend
65138,107107,Italy,92,60.0,Cabernet Sauvignon
65139,107108,US,92,75.0,Cabernet Sauvignon
65140,107109,US,92,55.0,Cabernet Sauvignon
65141,107111,France,92,20.0,Malbec
65142,107114,France,92,30.0,Malbec
65143,107115,US,92,45.0,Sauvignon Blanc
65144,107116,US,92,40.0,Chardonnay
65145,107117,France,92,22.0,Malbec
65146,107118,US,92,29.0,Chardonnay
65147,107119,US,92,38.0,Syrah
65148,107121,US,92,42.0,Syrah
65149,107122,US,92,60.0,Merlot
65150,107123,US,92,26.0,Pinot Noir
65151,107124,US,92,70.0,Cabernet Sauvignon
65152,107125,Argentina,92,50.0,Cabernet Sauvignon
65153,107127,US,92,60.0,Cabernet Sauvignon
65154,107129,US,92,48.0,Pinot Noir
65155,107130,US,92,39.0,Chardonnay
65156,107131,US,92,40.0,Chardonnay
65157,107132,US,92,20.0,Cabernet Sauvignon
65158,107134,US,92,35.0,Malbec
65159,107135,US,92,28.0,Syrah
65160,107136,US,92,32.0,Zinfandel
65161,107137,US,92,94.0,Bordeaux-style Red Blend
65162,107138,US,92,30.0,Chardonnay
65163,107139,US,92,85.0,Cabernet Sauvignon
65164,107141,US,92,28.0,Zinfandel
65165,107142,Chile,92,26.0,Cabernet Sauvignon
65166,107143,US,92,45.0,Cabernet Sauvignon
65167,107144,US,92,42.0,Syrah
65168,107145,US,92,35.0,Cabernet Sauvignon
65169,107146,Argentina,92,70.0,Red Blend
65170,107147,US,92,22.0,Zinfandel
65171,107148,US,92,45.0,Syrah
65172,107150,US,92,38.0,Syrah
65173,107152,France,91,75.0,Pinot Noir
65174,107153,France,91,62.0,Chardonnay
65175,107154,US,91,52.0,Pinot Noir
65176,107155,US,91,33.0,Red Blend
65177,107156,US,91,35.0,Syrah
65178,107157,US,91,30.0,Syrah
65179,107158,France,91,24.0,Red Blend
65180,107159,Argentina,91,50.0,Red Blend
65181,107160,US,84,18.0,Pinot Noir
65182,107161,US,84,38.0,Pinot Noir
65183,107162,US,84,42.0,Chardonnay
65184,107163,US,84,42.0,Shiraz
65185,107164,US,84,85.0,Cabernet Sauvignon
65186,107165,US,84,24.0,Chardonnay
65187,107168,US,84,32.0,Sangiovese
65188,107170,US,84,32.0,Syrah
65189,107171,Spain,84,10.0,Tempranillo
65190,107172,Spain,84,15.0,Tempranillo
65191,107173,US,84,59.0,Pinot Noir
65192,107174,US,84,18.0,Rosé
65193,107175,US,84,48.0,Pinot Noir
65194,107177,US,84,28.0,Zinfandel
65195,107180,Portugal,84,13.0,Portuguese Red
65196,107181,US,84,42.0,Pinot Noir
65197,107182,France,84,10.0,Pinot Noir
65198,107184,Spain,84,10.0,Tempranillo
65199,107187,US,84,40.0,Red Blend
65200,107189,US,84,49.0,Zinfandel
65201,107190,US,85,23.0,Merlot
65202,107192,Spain,85,20.0,Tempranillo
65203,107193,US,85,22.0,Syrah
65204,107196,Spain,85,30.0,Tempranillo
65205,107197,Spain,85,18.0,Tempranillo
65206,107199,Spain,85,19.0,Tempranillo
65207,107202,Australia,85,14.0,Riesling
65208,107203,Australia,84,9.0,Chardonnay
65209,107207,Spain,84,55.0,Tempranillo
65210,107209,US,84,10.0,Cabernet Sauvignon
65211,107210,Spain,84,10.0,Tempranillo
65212,107211,US,84,14.0,Merlot
65213,107212,US,84,48.0,Syrah
65214,107213,US,84,29.0,Pinot Noir
65215,107215,Spain,84,22.0,Tempranillo
65216,107216,US,84,30.0,Red Blend
65217,107217,US,84,18.0,Merlot
65218,107218,US,84,20.0,Chardonnay
65219,107219,US,84,20.0,Merlot
65220,107221,Italy,84,11.0,White Blend
65221,107223,Chile,84,9.0,Cabernet Sauvignon
65222,107225,US,83,39.0,Pinot Noir
65223,107226,US,83,24.0,Syrah
65224,107230,US,83,27.0,Cabernet Sauvignon
65225,107231,US,83,32.0,Pinot Noir
65226,107232,US,83,18.0,Cabernet Sauvignon
65227,107233,US,83,20.0,Sauvignon Blanc
65228,107235,Chile,83,11.0,Rosé
65229,107236,US,83,23.0,Zinfandel
65230,107238,US,83,36.0,Red Blend
65231,107240,US,83,22.0,Malbec
65232,107241,US,83,22.0,Merlot
65233,107243,US,83,18.0,Merlot
65234,107244,US,83,20.0,Merlot
65235,107245,US,83,28.0,Sangiovese
65236,107246,Chile,83,14.0,Merlot
65237,107247,US,83,18.0,Zinfandel
65238,107248,US,83,60.0,Pinot Noir
65239,107249,Chile,83,10.0,Sauvignon Blanc
65240,107250,US,88,20.0,Red Blend
65241,107252,US,88,38.0,Pinot Noir
65242,107253,Italy,88,30.0,Red Blend
65243,107254,Italy,88,20.0,Red Blend
65244,107255,Italy,88,25.0,Red Blend
65245,107256,Italy,88,30.0,Red Blend
65246,107257,US,88,15.0,Chardonnay
65247,107259,Italy,88,20.0,Red Blend
65248,107261,Italy,88,38.0,Red Blend
65249,107262,France,88,35.0,Bordeaux-style Red Blend
65250,107264,Spain,88,25.0,Tempranillo
65251,107265,Italy,88,17.0,Red Blend
65252,107267,US,88,37.0,Pinot Noir
65253,107268,US,88,24.0,Pinot Noir
65254,107270,Spain,87,15.0,Merlot
65255,107277,Australia,87,25.0,Shiraz
65256,107278,Italy,87,22.0,Sangiovese
65257,107279,US,87,27.0,Malbec
65258,107281,Argentina,82,13.0,Cabernet Sauvignon
65259,107282,US,82,28.0,Zinfandel
65260,107285,Argentina,81,13.0,Cabernet Sauvignon
65261,107286,US,81,8.0,Chardonnay
65262,107287,Argentina,81,12.0,Cabernet Sauvignon
65263,107288,US,81,10.0,Rosé
65264,107290,Australia,81,18.0,Shiraz
65265,107292,US,81,12.0,Chardonnay
65266,107294,US,81,16.0,Chardonnay
65267,107295,Argentina,81,9.0,Cabernet Sauvignon
65268,107296,US,80,13.0,Zinfandel
65269,107297,Argentina,80,8.0,Malbec
65270,107306,US,97,70.0,Pinot Noir
65271,107307,US,97,70.0,Pinot Noir
65272,107311,US,89,19.0,Merlot
65273,107312,Argentina,89,20.0,Malbec
65274,107313,US,89,22.0,Chardonnay
65275,107316,US,89,44.0,Pinot Noir
65276,107317,Argentina,89,18.0,Cabernet Sauvignon
65277,107318,Australia,89,20.0,Shiraz
65278,107319,Austria,89,33.0,Pinot Noir
65279,107320,US,89,25.0,Red Blend
65280,107322,France,89,41.0,Pinot Noir
65281,107323,Austria,89,31.0,Riesling
65282,107325,US,89,28.0,Merlot
65283,107326,Argentina,89,25.0,Red Blend
65284,107327,Spain,89,22.0,Tempranillo
65285,107328,Argentina,89,17.0,Malbec
65286,107331,US,89,22.0,Red Blend
65287,107332,US,89,22.0,Merlot
65288,107333,Austria,89,24.0,Red Blend
65289,107334,Australia,89,18.0,Shiraz
65290,107336,US,89,26.0,Syrah
65291,107337,Australia,89,31.0,Shiraz
65292,107338,Austria,89,42.0,White Blend
65293,107339,Austria,89,20.0,Sauvignon Blanc
65294,107340,Argentina,91,42.0,Red Blend
65295,107341,US,91,32.0,Pinot Noir
65296,107342,Italy,91,75.0,"Corvina, Rondinella, Molinara"
65297,107344,Italy,91,45.0,"Corvina, Rondinella, Molinara"
65298,107346,Austria,91,48.0,Red Blend
65299,107347,Austria,91,60.0,Red Blend
65300,107348,US,91,75.0,Cabernet Sauvignon
65301,107349,US,91,20.0,Zinfandel
65302,107350,Italy,91,45.0,"Corvina, Rondinella, Molinara"
65303,107353,Austria,91,35.0,Red Blend
65304,107354,Italy,91,48.0,"Corvina, Rondinella, Molinara"
65305,107356,US,91,46.0,Pinot Noir
65306,107357,US,91,45.0,Red Blend
65307,107358,US,91,35.0,Zinfandel
65308,107359,France,90,55.0,Pinot Noir
65309,107360,Italy,90,100.0,"Corvina, Rondinella, Molinara"
65310,107361,US,90,14.0,Rosé
65311,107363,Austria,90,26.0,Pinot Noir
65312,107364,Argentina,90,20.0,Malbec
65313,107365,US,90,42.0,Pinot Noir
65314,107366,Italy,90,65.0,"Corvina, Rondinella, Molinara"
65315,107367,Italy,90,60.0,"Corvina, Rondinella, Molinara"
65316,107368,US,90,50.0,Cabernet Sauvignon
65317,107369,Italy,90,50.0,"Corvina, Rondinella, Molinara"
65318,107372,Argentina,92,50.0,Malbec
65319,107373,US,92,45.0,Pinot Noir
65320,107374,US,92,35.0,Pinot Noir
65321,107375,US,92,32.0,Pinot Noir
65322,107376,US,92,48.0,Merlot
65323,107380,US,92,46.0,Syrah
65324,107381,US,92,48.0,Pinot Noir
65325,107382,Argentina,92,70.0,Bordeaux-style Red Blend
65326,107385,US,92,19.0,Chardonnay
65327,107386,US,92,42.0,Syrah
65328,107387,US,92,36.0,Syrah
65329,107388,US,92,44.0,Pinot Noir
65330,107392,US,92,45.0,Bordeaux-style Red Blend
65331,107393,France,91,40.0,Malbec
65332,107394,Italy,91,40.0,Red Blend
65333,107397,US,91,65.0,Pinot Noir
65334,107399,US,91,20.0,Syrah
65335,107430,Spain,84,16.0,Red Blend
65336,107432,US,84,36.0,Shiraz
65337,107433,France,84,16.0,Sparkling Blend
65338,107435,US,84,25.0,Pinot Noir
65339,107436,US,84,35.0,Zinfandel
65340,107437,US,84,35.0,Cabernet Sauvignon
65341,107438,US,84,34.0,Merlot
65342,107441,US,84,48.0,Syrah
65343,107442,Portugal,84,5.0,Portuguese Red
65344,107444,US,84,42.0,Pinot Noir
65345,107445,Spain,84,11.0,Tempranillo
65346,107449,US,84,65.0,Cabernet Sauvignon
65347,107450,Spain,84,11.0,Pinot Noir
65348,107453,Spain,84,12.0,Sparkling Blend
65349,107455,France,84,8.0,Sparkling Blend
65350,107456,US,84,36.0,Cabernet Sauvignon
65351,107457,US,84,70.0,Cabernet Sauvignon
65352,107458,US,84,25.0,Red Blend
65353,107460,Chile,91,21.0,Cabernet Sauvignon
65354,107461,US,91,32.0,Zinfandel
65355,107463,Argentina,91,35.0,Malbec
65356,107464,US,91,30.0,Pinot Noir
65357,107465,US,91,80.0,Cabernet Sauvignon
65358,107466,US,91,56.0,Merlot
65359,107467,US,91,35.0,Merlot
65360,107468,US,91,38.0,Syrah
65361,107470,US,91,39.0,Syrah
65362,107471,US,91,35.0,Merlot
65363,107472,US,91,45.0,Cabernet Sauvignon
65364,107473,US,91,26.0,Syrah
65365,107474,Chile,91,23.0,Syrah
65366,107475,US,91,25.0,Chardonnay
65367,107477,US,91,25.0,Cabernet Sauvignon
65368,107478,France,91,40.0,Chardonnay
65369,107479,France,91,40.0,Chardonnay
65370,107480,Argentina,91,74.0,Red Blend
65371,107481,France,91,45.0,Chardonnay
65372,107482,Chile,91,21.0,Syrah
65373,107484,Argentina,91,25.0,Malbec
65374,107487,US,91,38.0,Tempranillo
65375,107488,France,91,35.0,Chardonnay
65376,107489,US,91,30.0,Merlot
65377,107490,Chile,83,11.0,Merlot
65378,107493,US,83,10.0,Red Blend
65379,107494,US,83,20.0,Chardonnay
65380,107495,Chile,83,23.0,White Blend
65381,107496,Chile,83,28.0,Merlot
65382,107497,Chile,83,11.0,Chardonnay
65383,107498,US,83,14.0,Sauvignon Blanc
65384,107499,US,83,35.0,Syrah
65385,107500,US,83,45.0,Cabernet Sauvignon
65386,107501,Australia,83,15.0,Cabernet Sauvignon
65387,107503,US,82,18.0,Cabernet Sauvignon
65388,107504,US,82,22.0,Cabernet Sauvignon
65389,107505,Chile,82,11.0,Cabernet Sauvignon
65390,107506,US,82,25.0,Zinfandel
65391,107507,US,82,22.0,Pinot Noir
65392,107508,US,82,12.0,Chardonnay
65393,107509,US,82,26.0,Zinfandel
65394,107511,Chile,82,13.0,Sauvignon Blanc
65395,107512,US,82,34.0,Chardonnay
65396,107513,US,82,16.0,Sauvignon Blanc
65397,107516,US,82,18.0,Syrah
65398,107517,Chile,82,10.0,Pinot Noir
65399,107518,US,82,15.0,Zinfandel
65400,107519,US,82,30.0,Malbec
65401,107520,US,87,40.0,Pinot Noir
65402,107521,US,87,30.0,Bordeaux-style Red Blend
65403,107523,Italy,87,28.0,Red Blend
65404,107525,US,87,14.0,Red Blend
65405,107526,Italy,87,15.0,Red Blend
65406,107527,Italy,87,19.0,Red Blend
65407,107531,US,87,15.0,Pinot Noir
65408,107532,US,87,90.0,Cabernet Sauvignon
65409,107533,Spain,87,49.0,Tempranillo
65410,107536,Italy,87,15.0,Red Blend
65411,107537,Spain,87,46.0,Tempranillo
65412,107538,Italy,87,70.0,Sangiovese
65413,107541,Italy,87,30.0,Red Blend
65414,107542,Italy,87,10.0,Red Blend
65415,107543,Italy,87,11.0,Red Blend
65416,107544,Italy,87,60.0,Red Blend
65417,107545,Spain,87,8.0,Tempranillo
65418,107546,US,87,25.0,Zinfandel
65419,107548,US,87,25.0,Syrah
65420,107551,US,96,50.0,Chardonnay
65421,107553,US,96,100.0,Sparkling Blend
65422,107556,US,96,85.0,Sparkling Blend
65423,107557,US,96,56.0,Syrah
65424,107560,US,95,60.0,Pinot Noir
65425,107568,US,95,60.0,Pinot Noir
65426,107569,US,95,64.0,Cabernet Sauvignon
65427,107572,US,95,90.0,Cabernet Sauvignon
65428,107573,US,95,60.0,Pinot Noir
65429,107574,US,95,50.0,Pinot Noir
65430,107577,US,95,86.0,Cabernet Sauvignon
65431,107578,US,95,52.0,Cabernet Sauvignon
65432,107579,US,95,86.0,Cabernet Sauvignon
65433,107580,Austria,89,48.0,Red Blend
65434,107581,Austria,89,22.0,Red Blend
65435,107582,US,89,30.0,Syrah
65436,107585,US,88,45.0,Chardonnay
65437,107588,US,88,15.0,Merlot
65438,107592,US,88,22.0,Cabernet Sauvignon
65439,107593,France,88,42.0,Pinot Noir
65440,107594,France,88,30.0,Pinot Noir
65441,107596,Austria,88,21.0,Riesling
65442,107598,Austria,88,17.0,Riesling
65443,107599,Austria,88,17.0,Riesling
65444,107607,US,88,50.0,Syrah
65445,107610,US,90,22.0,Chardonnay
65446,107611,Italy,90,55.0,"Corvina, Rondinella, Molinara"
65447,107616,Austria,90,50.0,Red Blend
65448,107617,US,90,36.0,Chardonnay
65449,107618,US,90,24.0,Zinfandel
65450,107620,Austria,90,35.0,Red Blend
65451,107624,US,90,56.0,Bordeaux-style Red Blend
65452,107626,Italy,90,50.0,"Corvina, Rondinella, Molinara"
65453,107627,Argentina,90,23.0,Malbec
65454,107628,US,90,35.0,Syrah
65455,107629,Austria,90,60.0,Pinot Noir
65456,107632,Argentina,90,30.0,Red Blend
65457,107636,Austria,90,50.0,Merlot
65458,107638,US,90,56.0,Bordeaux-style Red Blend
65459,107639,Austria,90,48.0,Cabernet Sauvignon
65460,107640,US,85,34.0,Zinfandel
65461,107641,France,85,12.0,Syrah
65462,107643,US,85,38.0,Cabernet Sauvignon
65463,107644,US,85,40.0,Cabernet Sauvignon
65464,107645,France,85,10.0,Syrah
65465,107646,US,85,16.0,Merlot
65466,107647,US,85,16.0,Chardonnay
65467,107648,US,85,34.0,Merlot
65468,107649,US,85,12.0,Chardonnay
65469,107650,US,85,23.0,Syrah
65470,107652,US,85,16.0,Syrah
65471,107653,Chile,85,13.0,Syrah
65472,107655,France,85,8.0,Chardonnay
65473,107656,US,84,10.0,Merlot
65474,107657,France,84,12.0,Merlot
65475,107659,Chile,84,14.0,Chardonnay
65476,107660,US,84,21.0,Sauvignon Blanc
65477,107661,France,84,8.0,Shiraz
65478,107665,US,84,12.0,Sauvignon Blanc
65479,107666,US,84,16.0,Cabernet Sauvignon
65480,107667,US,84,18.0,Sparkling Blend
65481,107669,Australia,84,22.0,Shiraz
65482,107672,Argentina,91,25.0,Red Blend
65483,107675,Austria,91,35.0,Riesling
65484,107676,Italy,91,40.0,Red Blend
65485,107677,US,91,30.0,Chardonnay
65486,107680,US,91,55.0,Chardonnay
65487,107684,US,91,40.0,Syrah
65488,107685,US,91,33.0,Zinfandel
65489,107687,US,91,38.0,Pinot Noir
65490,107688,Italy,91,62.0,Red Blend
65491,107689,Italy,91,40.0,Merlot
65492,107692,US,91,45.0,Pinot Noir
65493,107695,US,91,38.0,Chardonnay
65494,107696,US,91,38.0,Pinot Noir
65495,107697,US,91,35.0,Sauvignon Blanc
65496,107699,US,91,32.0,Pinot Noir
65497,107731,US,84,18.0,Sauvignon Blanc
65498,107733,US,84,16.0,Pinot Noir
65499,107734,France,84,18.0,Sparkling Blend
65500,107735,France,84,16.0,Sparkling Blend
65501,107737,US,84,70.0,Cabernet Sauvignon
